time,temperature_C,vibration_g,current_A,system_state
229,15.587431343886406,0.8315784502387027,2.393478098739945,normal
230,14.44725167645897,0.416376232248825,2.2262893535199115,normal
231,15.194491006354355,0.2945295530631383,2.375513030079377,normal
232,15.049552163432583,0.4867576927473118,2.1008088635457023,normal
233,14.485579665877854,0.8869564006481478,2.3881168746667334,normal
234,16.71777765732384,0.3794488148045404,2.178445810684303,normal
235,15.507518930033903,0.7458675208166101,2.3730124613309185,normal
236,13.380030749023792,0.751655122111466,2.301403170599132,normal
237,15.151069251744616,0.4169617637438008,2.204288460612267,normal
238,14.476236780733219,0.5853474618777913,2.258352360378798,normal
239,15.693370440032512,0.7442594934692807,2.3667291728174376,normal
240,14.385160365074636,0.44313083885187693,2.307396919298538,normal
241,14.937133249080125,0.4694629459846457,2.3536291633519197,normal
242,15.444646036629804,0.41274786290770343,2.490884358924869,normal
243,15.746977851364248,0.34778649039607,2.1345427820824208,normal
244,14.109832237547028,0.40260836824009893,2.450091576860741,normal
245,14.820135948205579,0.31640895998566154,2.2958889074272215,normal
246,14.72741310136554,0.5051125202388839,2.1923407621716193,normal
247,14.606295364676985,0.3845040153412037,2.1456401099406563,normal
248,16.56485989495583,0.5350678867686122,2.255902132646857,normal
249,15.501958560261112,0.2666156530694559,2.362816561319334,normal
250,14.196671463216271,0.5496320348321686,2.2534333203906547,normal
251,15.968991404141983,0.6250293442413387,2.4125446704365716,normal
252,16.963656079647063,0.20093965361428168,2.1112621034213284,normal
253,16.125026170447775,0.5561084854771359,2.2498364327293623,normal
254,14.118561144950302,0.6841503488709938,2.1201927247340984,normal
255,14.983539330068337,0.3185538471963192,2.275909322049544,normal
256,16.423176546002964,0.7508858580256554,2.3220827996812905,normal
257,14.884069172196423,0.5628528514049068,2.184906505464734,normal
258,15.84763726268521,0.3942482216362387,1.9598977436995209,normal
259,16.156468845602298,0.4916346383513441,2.233305612204391,normal
260,14.841182344136769,0.5837490368782583,2.249939219707269,normal
261,15.582838405505449,0.5114008087118618,2.2393202445208247,normal
262,13.08692454551937,0.5808133988669554,2.3148734234155013,normal
263,14.91163599875985,0.36189896103809505,2.076381740929934,normal
264,15.582006769603387,0.5254041236054117,2.2434967684125735,normal
265,14.840436243308615,0.287942825464253,2.286519003742716,normal
266,17.200857809589074,0.48331609079769494,1.9810167523158047,normal
267,14.808723615398398,0.36441385378028157,2.182271439529263,normal
268,15.660327891083892,0.389670508611535,2.0911520285683887,normal
269,16.17807770638497,0.6854139762815656,2.124524213642092,normal
270,17.289196193472954,0.6636965180891403,2.1584031939263606,normal
271,15.051725636398643,0.5913707181360766,2.065734393672263,normal
272,17.196703937384907,0.33615308529911314,2.037580983731235,normal
273,16.34161044383739,0.4525387325457797,2.099144750453608,normal
274,15.6169347150591,0.6819646549968775,1.977476275603502,normal
275,16.841981151558656,0.5212575370459858,1.9679939475104367,normal
276,16.70311389847314,0.8478994309972541,2.134804302525725,normal
277,16.13664281761568,0.5589976759091557,1.942203794786358,normal
278,16.74696139302683,0.5288073674735048,2.113867252561941,normal
279,16.458495761229678,0.4536325303696248,2.083595456337514,normal
280,16.93448068683939,0.5200311357173424,1.854814497787365,normal
281,17.451554013366405,0.4771295245429184,1.949667112786976,normal
282,18.27007680894606,0.6062163015032885,2.1268435679407447,normal
283,16.091624293923484,0.6435053475191876,1.8993168664269993,normal
284,18.87008394008017,0.3821015809238076,1.9409966367070122,normal
285,15.68490204739381,0.3003150569663333,2.023660753186647,normal
286,17.209160592013315,0.22456919403450554,2.045836363767317,normal
287,17.886326543200518,0.5761986990368816,1.93242218396528,normal
288,17.726584078603516,0.33449500907391894,1.8879509461639419,normal
289,17.090748025418865,0.17706641105712756,2.080122948413151,normal
290,17.51049130264539,0.5582867906796446,2.102028934440663,normal
291,17.371598990245786,0.8739499276149185,2.0163576171548967,normal
292,17.38441213777765,0.499089363269016,1.9174270488371392,normal
293,18.626347436145117,0.6257736161677463,1.8185933030650243,normal
294,18.323861268814767,0.5122744037821347,1.8070118205687649,normal
295,17.576288999640298,0.4851665520213286,1.933066206145387,normal
296,18.943412100406388,0.6378614724481653,1.9135455678455393,normal
297,18.563397824408764,0.4564588183717023,2.0028990911620466,normal
298,19.062346864710996,0.5401088471107854,1.9189702250753866,normal
299,19.01089436107092,0.548254670929402,1.6949654598882005,normal
300,17.939726500267714,0.3997864319535427,1.941988428505481,normal
301,18.25106771069008,0.6488063524304784,1.728689104250898,normal
302,19.393857758427814,0.4737560364956887,1.7819900833179527,normal
303,19.381610992954972,0.3866382260760733,1.8374988259573048,normal
304,18.97432807104804,0.5804764765355606,2.004345486720854,normal
305,19.183049385286544,0.3652298027313444,2.1082874181831874,normal
306,20.20982184055497,0.5042271736053693,1.8507098996355555,normal
307,18.81326017134004,0.49863215050336945,1.764693232951445,normal
308,19.82330792940328,0.6628843348747367,1.829679835233665,normal
309,19.323234384377397,0.5712047349319929,1.858459799658309,normal
310,19.41040802333074,0.4962459561882284,1.7313483527773135,normal
311,20.563305120356688,0.6226649448800431,1.9369199569413396,normal
312,20.44447365314678,0.708531132352597,1.7746591351934442,normal
313,20.534891558838613,0.5836715459527794,1.7959555227147483,normal
314,21.028456536757773,0.5015528929765071,1.807584788303833,normal
315,20.100872575727955,0.3032245651474761,1.7782499330699446,normal
316,20.729594264165105,0.3402329505386941,1.815377435735465,normal
317,20.035707256260626,0.45421629434679983,1.6654485048833527,normal
318,20.64302895345335,0.4085731696761075,1.667337198121555,normal
319,20.37920316466294,0.4719543045521831,1.6094530635246378,normal
320,20.660342796246642,0.5084974887345661,1.7600313960105904,normal
321,21.15806697005752,0.5794539131535096,1.790903145470155,normal
322,20.126287361129283,0.4894251832911363,1.7560338527185864,normal
323,22.553383951120786,0.5729752465739303,1.8752747877634883,normal
324,20.17291867030296,0.509671162221518,1.705159529097148,normal
325,20.104249050208892,0.2036800150469193,1.770813831559289,normal
326,22.099525778540453,0.35909969092718685,1.593319038875004,normal
327,21.903335175020466,0.47838686664175767,1.6626591537606468,normal
328,21.865760828526785,0.31854578857383387,1.7701346786460481,normal
329,21.965054769560773,0.5899893094994306,1.7850355499275534,normal
330,21.547909399289356,0.7296126248515546,1.6706062432683708,normal
331,20.93460871383789,0.6828142777545975,1.69305391123663,normal
332,21.80710030818866,0.4679835693604688,1.5489704250382565,normal
333,21.29807318365223,0.7236089205274928,1.6659313034581424,normal
334,22.7125083343336,0.5223001185803168,1.7918804505577184,normal
335,21.90660369788128,0.4494371043322941,1.7619006913191064,normal
336,21.454879228280976,0.407989600468859,1.756313253392726,normal
337,21.948349612433617,0.45462954702678077,1.7134169038748241,normal
338,22.625102595308952,0.44177347721881566,1.7116626309988956,normal
339,21.93215906340132,0.5255624333563231,1.6477621110820286,normal
340,21.812790439239897,0.5240860971574797,1.786832953915608,normal
341,22.751956381173294,0.5004569030230122,1.7625177639566665,normal
342,22.838396956601635,0.5655407254619524,1.7734033270998772,normal
343,22.321229312904606,0.6785969412179512,1.6756853452853113,normal
344,22.43322268500906,0.6424331203161986,1.5173437981641256,normal
345,23.07783877182711,0.2772653047325145,1.847079618768841,normal
346,21.814720000213782,0.11691182976470677,1.6944586498072873,normal
347,21.927015870033653,0.640147986685891,1.6613291265387942,normal
348,22.55680977460633,0.2949681952376868,1.8224993127007867,normal
349,23.03813310800519,0.46628518971609745,1.7197691268870747,normal
350,23.533659046072348,0.3244830460910961,1.8710507845336852,normal
351,24.539946201973947,0.22970293436299705,1.8331055197819597,normal
352,24.11917334209981,0.5812194092307182,1.846363606850437,normal
353,23.377106062207247,0.613873274045397,1.6482594895289835,normal
354,23.56045318647464,0.4135234398909921,1.9131368731055034,normal
355,22.842821708919132,0.11134365617826353,1.8253860952320318,normal
356,23.6977558501851,0.4180633327621276,1.7698749183609634,normal
357,23.54787562914916,0.558770600810382,1.8288977130631152,normal
358,24.10170209922925,0.2781632646838807,1.6448976037088439,normal
359,23.244929847136394,0.5275039879668734,1.871545849305841,normal
360,24.383816530638704,0.49770352262405065,1.7360909737816625,normal
361,25.254567884098126,0.5868937249401632,1.712287493536666,normal
362,23.99979477239038,0.517937055262123,1.7040143692015797,normal
363,24.46496373962833,0.35403965886776667,1.976374598138612,normal
364,24.75084364361379,0.6794857252496737,1.8111847626972755,normal
365,23.931206725634155,0.4762205640459545,2.036629078087345,normal
366,24.483210924942842,0.49590431907351024,1.8389510690237216,normal
367,24.364043179080895,0.36000980613902056,1.7311897265076084,normal
368,24.480400926604236,0.43350766232127347,1.7997763467623222,normal
369,23.830382164667427,0.3672795928959649,2.0446116245909534,normal
370,24.513148618465287,0.47405809101148655,1.9151300524359827,normal
371,24.93489224308228,0.7567562720213514,1.885657519014625,normal
372,25.73854709039148,0.29421482856029657,1.966320569950786,normal
373,25.38435646724576,0.2579657903184889,2.0103847159648494,normal
374,26.376946660244815,0.7206755491240413,2.0818782298911502,alerta
375,24.076121833563256,0.46860144842722007,2.1249533537839325,normal
376,25.42157964546731,0.39963908920101254,1.9541137539616877,normal
377,24.902230566626226,0.6559857031094114,1.8674840470827467,normal
378,26.53733097517622,0.4091576690394704,1.9687403980540135,alerta
379,24.16686753523873,0.7739014570320404,2.046101856655323,normal
380,24.167820886412812,0.6016888807008903,1.9336625030429109,normal
381,24.38424066561985,0.4268132887781446,1.9442545209364783,normal
382,23.18684918728127,0.8235962319898256,2.0842352107744566,normal
383,24.485618412977203,0.40914276154949925,2.0548226067598474,normal
384,24.317210541114846,0.611314305801396,2.0727326470716205,normal
385,25.061156198565968,0.5448938870609737,2.0032913568774235,normal
386,25.228594178443178,0.6952611934098197,2.0657008355629802,normal
387,26.46849228793979,0.7342266795090279,2.0058190173144776,alerta
388,25.738273949848114,0.504800622359865,2.19665444957202,normal
389,24.524800109921408,0.3869873194480725,2.2204322357138597,normal
390,24.27398498979434,0.5689958214408675,1.941431324824183,normal
391,25.390648736377845,0.39834269453718407,2.042101791123955,normal
392,23.94332472712336,0.8020080871289934,1.994252672870824,normal
393,26.465076461132764,0.5204802996624106,2.087596045871022,alerta
394,25.9418598036209,0.4452017673031837,2.152777945141945,normal
395,24.619366187515098,0.5277020458797362,2.024501515378182,normal
396,23.61860027199267,0.2979310565705455,2.0854360730996353,normal
397,26.064611404026657,0.35425789422340226,2.0851849947031105,alerta
398,24.880294698938606,0.6800620861916638,2.214059960628975,normal
399,25.950603990827258,0.40146585815429064,2.207805362362606,normal
400,23.671249106081415,0.34296335259770905,2.1360117050393916,normal
401,24.4517528560854,0.5804979128790929,2.2329507835404643,normal
402,24.91793704015386,0.6778556231994495,2.167444758527008,normal
403,24.93185033000553,0.60784299659976,2.2015445574992833,normal
404,24.512779611338782,0.6494071528708725,2.4023984803384986,normal
405,25.34772900010343,0.3864807367145809,2.375181433144521,normal
406,23.970030061459383,0.28672839998872346,2.116991357594627,normal
407,24.682970581447286,0.725200047793323,2.3354625134900475,normal
408,24.86393975362239,0.45159802417367967,2.338888199906108,normal
409,25.14817637655765,0.4623750475317429,2.147895127581245,normal
410,25.272944685869977,0.6992291212773587,2.34928024713011,normal
411,23.76908518561796,0.583434501410099,2.4255796145337936,normal
412,23.404786140895332,0.5683831658122411,2.1636139250524393,normal
413,25.61564478416743,0.8247503517351626,2.187893614489517,normal
414,24.818943045312324,0.40347226544297854,2.3848748475175814,normal
415,23.912069939536224,0.6391760192121856,2.3134085000602673,normal
416,25.707743798728778,0.5085519687345627,2.34423882857446,normal
417,24.51353830594385,0.5402888418294886,2.3256611720585423,normal
418,25.316844385465885,0.7292702639618798,2.332858919377948,normal
419,24.378080158704197,0.5761753634434436,2.1630027889589134,normal
420,25.921592880346992,0.580744411857445,2.401913977370606,normal
421,25.624487240417583,0.6608761005964703,2.4153432389909484,normal
422,23.966575244143574,0.4452570905685672,2.276315691033744,normal
423,24.886869077071495,0.37411854989914906,2.295445121642989,normal
424,24.568135039224895,0.34327862089684497,2.1468870452647892,normal
425,25.08734080914333,0.20504651159359977,2.351294949997047,normal
426,23.159501157220564,0.8084310694910484,2.3566137399863227,normal
427,24.41771293269882,0.3345187451417475,2.292394770785868,normal
428,24.651495696073543,0.4668119564621342,2.4099233226725425,normal
429,22.332127007635957,0.4584780050166619,2.26262386618439,normal
430,22.725378679237945,0.5461110046713651,2.3507068909353412,normal
431,21.97199789452201,0.6223605818808945,2.1901676634800022,normal
432,23.31781501112374,0.6290710232539618,2.287342117877359,normal
433,24.035917836184574,0.4125383842146592,2.269503286667701,normal
434,24.590928518638258,0.47493174293203827,2.3063920928830104,normal
435,23.374121974746735,0.542386992573245,2.243515823774069,normal
436,24.54221596605462,0.46269633107246794,2.2636168702372688,normal
437,22.05842405599092,0.7411018364029989,2.355356972868456,normal
438,21.7217160041211,0.5736462427457377,2.2247609279183296,normal
439,22.960666801873156,0.6102316679074726,2.1031665013780714,normal
440,23.23183832361025,0.5994321903001119,2.433876350810948,normal
441,22.816741374060076,0.6760210786227987,2.3918694572119286,normal
442,21.106117579615763,0.527153233805556,2.1190219792767424,normal
443,22.604845323446348,0.305475207806623,2.3114674229077035,normal
444,21.547565429200993,0.5599531927628962,2.186178143157461,normal
445,23.040842321353455,0.40229646593122564,2.256540593213853,normal
446,22.711344123539476,0.42070749773753646,2.2530747909853512,normal
447,21.57815574800247,0.587954602813264,2.193423624821961,normal
448,21.83002810083357,0.6857424607150453,2.131458926925033,normal
449,21.30391645605768,0.5031907365104092,2.133519347921026,normal
450,22.010449148390244,0.5463249518898445,2.1034671604990107,normal
451,22.733187225753426,0.7553322416952857,2.104200287575057,normal
452,21.08818587233388,0.5361129769232852,2.1727526522343457,normal
453,22.18694658020592,0.8902524671270593,2.0997830619869213,normal
454,21.265732471518383,0.5848264468447316,2.231262465800301,normal
455,20.961193545936887,0.23588558612662736,2.303298915136014,normal
456,21.41478259386178,0.6130012431656798,2.0879142825191352,normal
